Wavelength	Transit Depth
(meters)	(percent)
7.143026e-07	2.258882e+00
7.150159e-07	2.215185e+00
7.157299e-07	2.253757e+00
7.164445e-07	2.146814e+00
7.171599e-07	2.385636e+00
7.178760e-07	2.146403e+00
7.185929e-07	2.159641e+00
7.193104e-07	2.159722e+00
7.200287e-07	2.167637e+00
7.207476e-07	2.225024e+00
7.214673e-07	2.152367e+00
7.221877e-07	2.188653e+00
7.229089e-07	2.147378e+00
7.236307e-07	2.150971e+00
7.243533e-07	2.147336e+00
7.250766e-07	2.152372e+00
7.258006e-07	2.147598e+00
7.265254e-07	2.168938e+00
7.272508e-07	2.148261e+00
7.279770e-07	2.145834e+00
7.287039e-07	2.150392e+00
7.294315e-07	2.145795e+00
7.301599e-07	2.145895e+00
7.308890e-07	2.146572e+00
7.316188e-07	2.146701e+00
7.323494e-07	2.146311e+00
7.330807e-07	2.145695e+00
7.338127e-07	2.154148e+00
7.345454e-07	2.145585e+00
7.352789e-07	2.145356e+00
7.360131e-07	2.145292e+00
7.367480e-07	2.146568e+00
7.374837e-07	2.146173e+00
7.382201e-07	2.149063e+00
7.389572e-07	2.146683e+00
7.396951e-07	2.149904e+00
7.404337e-07	2.146467e+00
7.411731e-07	2.160140e+00
7.419132e-07	2.147926e+00
7.426540e-07	2.148154e+00
7.433955e-07	2.147337e+00
7.441379e-07	2.156926e+00
7.448809e-07	2.149327e+00
7.456247e-07	2.154116e+00
7.463692e-07	2.149260e+00
7.471145e-07	2.153643e+00
7.478605e-07	2.148911e+00
7.486073e-07	2.147764e+00
7.493548e-07	2.146248e+00
7.501031e-07	2.146542e+00
7.508521e-07	2.149444e+00
7.516018e-07	2.146492e+00
7.523523e-07	2.146698e+00
7.531036e-07	2.147074e+00
7.538556e-07	2.147207e+00
7.546083e-07	2.147707e+00
7.553618e-07	2.147769e+00
7.561161e-07	2.148717e+00
7.568711e-07	2.148727e+00
7.576269e-07	2.149257e+00
7.583834e-07	2.150030e+00
7.591407e-07	2.178867e+00
7.598987e-07	2.151945e+00
7.606575e-07	2.155781e+00
7.614170e-07	2.155356e+00
7.621773e-07	2.158024e+00
7.629384e-07	2.163783e+00
7.637002e-07	2.168283e+00
7.644628e-07	2.178624e+00
7.652261e-07	2.200834e+00
7.659902e-07	2.256150e+00
7.667551e-07	2.312181e+00
7.675207e-07	2.215769e+00
7.682871e-07	2.198035e+00
7.690543e-07	2.211303e+00
7.698222e-07	2.318872e+00
7.705909e-07	2.221784e+00
7.713604e-07	2.179273e+00
7.721306e-07	2.167650e+00
7.729016e-07	2.160500e+00
7.736734e-07	2.160375e+00
7.744459e-07	2.154177e+00
7.752193e-07	2.182320e+00
7.759933e-07	2.151769e+00
7.767682e-07	2.150123e+00
7.775438e-07	2.149341e+00
7.783202e-07	2.149336e+00
7.790974e-07	2.149371e+00
7.798754e-07	2.148936e+00
7.806541e-07	2.147450e+00
7.814336e-07	2.150669e+00
7.822139e-07	2.146890e+00
7.829950e-07	2.146564e+00
7.837768e-07	2.147906e+00
7.845595e-07	2.150777e+00
7.853429e-07	2.146382e+00
7.861271e-07	2.146355e+00
7.869120e-07	2.146629e+00
7.876978e-07	2.147599e+00
7.884844e-07	2.146587e+00
7.892717e-07	2.145676e+00
7.900598e-07	2.148456e+00
7.908487e-07	2.154963e+00
7.916384e-07	2.146293e+00
7.924289e-07	2.148534e+00
7.932201e-07	2.145960e+00
7.940122e-07	2.151752e+00
7.948051e-07	2.147722e+00
7.955987e-07	2.160153e+00
7.963931e-07	2.145138e+00
7.971884e-07	2.147639e+00
7.979844e-07	2.145114e+00
7.987812e-07	2.146690e+00
7.995788e-07	2.147370e+00
8.003772e-07	2.144919e+00
8.011764e-07	2.149781e+00
8.019764e-07	2.156343e+00
8.027772e-07	2.144636e+00
8.035788e-07	2.145560e+00
8.043812e-07	2.145085e+00
8.051844e-07	2.144758e+00
8.059885e-07	2.144955e+00
8.067933e-07	2.150378e+00
8.075989e-07	2.148889e+00
8.084053e-07	2.146180e+00
8.092125e-07	2.144690e+00
8.100205e-07	2.145788e+00
8.108294e-07	2.145085e+00
8.116390e-07	2.146089e+00
8.124495e-07	2.145578e+00
8.132607e-07	2.144529e+00
8.140728e-07	2.144517e+00
8.148857e-07	2.146530e+00
8.156994e-07	2.144702e+00
8.165139e-07	2.144578e+00
8.173292e-07	2.144313e+00
8.181453e-07	2.144849e+00
8.189623e-07	2.144604e+00
8.197801e-07	2.144260e+00
8.205986e-07	2.144636e+00
8.214180e-07	2.144253e+00
8.222382e-07	2.144846e+00
8.230593e-07	2.219383e+00
8.238811e-07	2.144202e+00
8.247038e-07	2.144783e+00
8.255273e-07	2.144175e+00
8.263516e-07	2.144220e+00
8.271768e-07	2.144721e+00
8.280027e-07	2.144436e+00
8.288295e-07	2.145482e+00
8.296571e-07	2.150227e+00
8.304856e-07	2.145372e+00
8.313149e-07	2.144467e+00
8.321450e-07	2.144032e+00
8.329759e-07	2.144100e+00
8.338076e-07	2.145202e+00
8.346402e-07	2.147047e+00
8.354737e-07	2.152214e+00
8.363079e-07	2.145423e+00
8.371430e-07	2.144253e+00
8.379789e-07	2.144237e+00
8.388157e-07	2.148068e+00
8.396533e-07	2.144048e+00
8.404917e-07	2.145292e+00
8.413309e-07	2.144231e+00
8.421710e-07	2.144511e+00
8.430120e-07	2.144141e+00
8.438538e-07	2.173207e+00
8.446964e-07	2.170503e+00
8.455398e-07	2.154621e+00
8.463841e-07	2.145921e+00
8.472293e-07	2.175929e+00
8.480753e-07	2.144197e+00
8.489221e-07	2.147622e+00
8.497698e-07	2.145054e+00
8.506183e-07	2.145002e+00
8.514677e-07	2.156128e+00
8.523179e-07	2.151118e+00
8.531690e-07	2.144344e+00
8.540209e-07	2.148228e+00
8.548737e-07	2.146437e+00
8.557273e-07	2.154280e+00
8.565818e-07	2.146594e+00
8.574371e-07	2.144141e+00
8.582933e-07	2.144439e+00
8.591503e-07	2.144490e+00
8.600082e-07	2.144867e+00
8.608670e-07	2.146739e+00
8.617266e-07	2.144687e+00
8.625870e-07	2.145955e+00
8.634484e-07	2.145230e+00
8.643105e-07	2.144630e+00
8.651736e-07	2.144326e+00
8.660375e-07	2.145648e+00
8.669023e-07	2.144908e+00
8.677679e-07	2.146943e+00
8.686344e-07	2.144333e+00
8.695018e-07	2.151150e+00
8.703700e-07	2.144032e+00
8.712391e-07	2.144325e+00
8.721091e-07	2.143881e+00
8.729799e-07	2.145402e+00
8.738516e-07	2.144005e+00
8.747242e-07	2.144152e+00
8.755976e-07	2.145528e+00
8.764719e-07	2.143884e+00
8.773471e-07	2.143909e+00
8.782232e-07	2.144128e+00
8.791001e-07	2.144185e+00
8.799779e-07	2.144291e+00
8.808566e-07	2.144585e+00
8.817362e-07	2.145386e+00
8.826166e-07	2.146971e+00
8.834980e-07	2.147611e+00
8.843802e-07	2.146521e+00
8.852633e-07	2.146309e+00
8.861472e-07	2.147209e+00
8.870321e-07	2.148126e+00
8.879178e-07	2.148764e+00
8.888044e-07	2.147697e+00
8.896919e-07	2.146963e+00
8.905803e-07	2.146665e+00
8.914696e-07	2.146731e+00
8.923598e-07	2.146265e+00
8.932508e-07	2.146349e+00
8.941428e-07	2.148019e+00
8.950356e-07	2.146767e+00
8.959293e-07	2.146633e+00
8.968239e-07	2.145728e+00
8.977195e-07	2.186396e+00
8.986159e-07	2.145602e+00
8.995132e-07	2.145328e+00
9.004114e-07	2.145064e+00
9.013105e-07	2.144573e+00
9.022104e-07	2.144362e+00
9.031113e-07	2.144826e+00
9.040131e-07	2.144080e+00
9.049158e-07	2.144005e+00
9.058194e-07	2.144086e+00
9.067239e-07	2.144009e+00
9.076293e-07	2.147667e+00
9.085356e-07	2.143657e+00
9.094428e-07	2.144792e+00
9.103509e-07	2.143873e+00
9.112599e-07	2.143664e+00
9.121699e-07	2.144555e+00
9.130807e-07	2.144089e+00
9.139924e-07	2.143629e+00
9.149051e-07	2.143617e+00
9.158187e-07	2.237511e+00
9.167332e-07	2.148063e+00
9.176485e-07	2.145761e+00
9.185648e-07	2.143639e+00
9.194821e-07	2.144464e+00
9.204002e-07	2.146197e+00
9.213193e-07	2.147702e+00
9.222392e-07	2.144110e+00
9.231601e-07	2.147528e+00
9.240819e-07	2.145450e+00
9.250047e-07	2.143920e+00
9.259283e-07	2.203681e+00
9.268529e-07	2.144092e+00
9.277784e-07	2.144967e+00
9.287048e-07	2.190383e+00
9.296322e-07	2.152181e+00
9.305604e-07	2.144151e+00
9.314896e-07	2.143600e+00
9.324197e-07	2.212750e+00
9.333508e-07	2.162991e+00
9.342828e-07	2.145316e+00
9.352157e-07	2.145488e+00
9.361496e-07	2.147096e+00
9.370843e-07	2.143724e+00
9.380200e-07	2.313760e+00
9.389567e-07	2.206699e+00
9.398943e-07	2.144164e+00
9.408328e-07	2.143574e+00
9.417723e-07	2.218444e+00
9.427126e-07	2.144583e+00
9.436540e-07	2.181836e+00
9.445963e-07	2.147307e+00
9.455395e-07	2.144853e+00
9.464836e-07	2.143834e+00
9.474287e-07	2.167131e+00
9.483748e-07	2.143693e+00
9.493218e-07	2.143862e+00
9.502697e-07	2.144626e+00
9.512186e-07	2.143530e+00
9.521684e-07	2.144679e+00
9.531192e-07	2.144557e+00
9.540709e-07	2.143651e+00
9.550236e-07	2.146701e+00
9.559772e-07	2.146809e+00
9.569318e-07	2.173629e+00
9.578873e-07	2.148520e+00
9.588438e-07	2.143707e+00
9.598012e-07	2.154764e+00
9.607596e-07	2.164405e+00
9.617190e-07	2.143821e+00
9.626793e-07	2.158184e+00
9.636406e-07	2.155025e+00
9.646028e-07	2.143895e+00
9.655660e-07	2.143998e+00
9.665301e-07	2.144206e+00
9.674953e-07	2.144856e+00
9.684613e-07	2.146948e+00
9.694284e-07	2.147238e+00
9.703964e-07	2.144648e+00
9.713654e-07	2.144442e+00
9.723353e-07	2.144138e+00
9.733062e-07	2.144909e+00
9.742781e-07	2.151716e+00
9.752510e-07	2.144684e+00
9.762248e-07	2.143779e+00
9.771996e-07	2.143979e+00
9.781754e-07	2.144314e+00
9.791521e-07	2.147744e+00
9.801298e-07	2.144219e+00
9.811085e-07	2.144133e+00
9.820882e-07	2.145767e+00
9.830688e-07	2.145221e+00
9.840505e-07	2.144503e+00
9.850331e-07	2.158060e+00
9.860167e-07	2.149117e+00
9.870012e-07	2.144781e+00
9.879868e-07	2.145887e+00
9.889733e-07	2.145977e+00
9.899609e-07	2.149071e+00
9.909494e-07	2.145422e+00
9.919389e-07	2.145778e+00
9.929294e-07	2.144414e+00
9.939208e-07	2.145043e+00
9.949133e-07	2.144459e+00
9.959068e-07	2.161160e+00
9.969012e-07	2.145525e+00
9.978967e-07	2.144106e+00
9.988931e-07	2.144766e+00
9.998905e-07	2.144045e+00
1.000889e-06	2.145058e+00
1.001888e-06	2.144312e+00
1.002889e-06	2.144345e+00
1.003890e-06	2.144680e+00
1.004893e-06	2.144054e+00
1.005896e-06	2.144416e+00
1.006900e-06	2.143912e+00
1.007906e-06	2.144007e+00
1.008912e-06	2.143985e+00
1.009920e-06	2.143885e+00
1.010928e-06	2.144607e+00
1.011938e-06	2.144619e+00
1.012948e-06	2.143845e+00
1.013960e-06	2.144088e+00
1.014972e-06	2.143900e+00
1.015986e-06	2.144805e+00
1.017000e-06	2.143887e+00
1.018016e-06	2.143782e+00
1.019032e-06	2.143938e+00
1.020050e-06	2.144615e+00
1.021068e-06	2.144252e+00
1.022088e-06	2.143746e+00
1.023108e-06	2.143967e+00
1.024130e-06	2.144768e+00
1.025153e-06	2.143680e+00
1.026176e-06	2.143650e+00
1.027201e-06	2.143840e+00
1.028227e-06	2.143733e+00
1.029253e-06	2.144167e+00
1.030281e-06	2.143615e+00
1.031310e-06	2.143603e+00
1.032340e-06	2.143776e+00
1.033371e-06	2.143544e+00
1.034402e-06	2.143460e+00
1.035435e-06	2.143469e+00
1.036469e-06	2.143492e+00
1.037504e-06	2.143501e+00
1.038540e-06	2.143467e+00
1.039577e-06	2.143442e+00
1.040615e-06	2.143409e+00
1.041654e-06	2.143421e+00
1.042694e-06	2.143342e+00
1.043736e-06	2.143766e+00
1.044778e-06	2.143551e+00
1.045821e-06	2.143319e+00
1.046865e-06	2.143491e+00
1.047911e-06	2.143269e+00
1.048957e-06	2.145210e+00
1.050004e-06	2.143526e+00
1.051053e-06	2.143511e+00
1.052102e-06	2.148403e+00
1.053153e-06	2.143239e+00
1.054205e-06	2.143193e+00
1.055257e-06	2.149067e+00
1.056311e-06	2.143170e+00
1.057366e-06	2.153724e+00
1.058422e-06	2.143892e+00
1.059478e-06	2.143853e+00
1.060536e-06	2.143149e+00
1.061595e-06	2.143252e+00
1.062655e-06	2.144625e+00
1.063717e-06	2.143148e+00
1.064779e-06	2.143400e+00
1.065842e-06	2.143696e+00
1.066906e-06	2.143681e+00
1.067972e-06	2.143119e+00
1.069038e-06	2.143491e+00
1.070105e-06	2.143180e+00
1.071174e-06	2.144136e+00
1.072244e-06	2.143409e+00
1.073314e-06	2.143128e+00
1.074386e-06	2.143137e+00
1.075459e-06	2.143106e+00
1.076533e-06	2.143345e+00
1.077608e-06	2.143877e+00
1.078684e-06	2.144564e+00
1.079761e-06	2.143239e+00
1.080839e-06	2.143300e+00
1.081918e-06	2.144264e+00
1.082999e-06	2.143198e+00
1.084080e-06	2.143227e+00
1.085162e-06	2.143344e+00
1.086246e-06	2.143324e+00
1.087331e-06	2.143620e+00
1.088416e-06	2.143419e+00
1.089503e-06	2.144236e+00
1.090591e-06	2.143374e+00
1.091680e-06	2.148101e+00
1.092770e-06	2.149672e+00
1.093861e-06	2.144178e+00
1.094954e-06	2.144824e+00
1.096047e-06	2.145610e+00
1.097141e-06	2.143834e+00
1.098237e-06	2.144088e+00
1.099334e-06	2.143592e+00
1.100431e-06	2.144178e+00
1.101530e-06	2.145228e+00
1.102630e-06	2.157546e+00
1.103731e-06	2.143463e+00
1.104833e-06	2.160726e+00
1.105936e-06	2.154456e+00
1.107041e-06	2.143909e+00
1.108146e-06	2.144824e+00
1.109253e-06	2.144771e+00
1.110360e-06	2.150425e+00
1.111469e-06	2.147617e+00
1.112579e-06	2.146676e+00
1.113690e-06	2.146175e+00
1.114802e-06	2.216311e+00
1.115915e-06	2.147117e+00
1.117029e-06	2.157224e+00
1.118145e-06	2.151219e+00
1.119261e-06	2.148171e+00
1.120379e-06	2.280894e+00
1.121498e-06	2.148945e+00
1.122618e-06	2.174349e+00
1.123739e-06	2.156894e+00
1.124861e-06	2.155312e+00
1.125984e-06	2.154195e+00
1.127108e-06	2.157867e+00
1.128234e-06	2.177939e+00
1.129360e-06	2.198944e+00
1.130488e-06	2.152529e+00
1.131617e-06	2.154082e+00
1.132747e-06	2.150915e+00
1.133878e-06	2.153547e+00
1.135010e-06	2.161558e+00
1.136143e-06	2.160645e+00
1.137278e-06	2.154002e+00
1.138413e-06	2.151122e+00
1.139550e-06	2.161595e+00
1.140688e-06	2.148776e+00
1.141827e-06	2.150216e+00
1.142967e-06	2.152551e+00
1.144109e-06	2.224860e+00
1.145251e-06	2.151915e+00
1.146395e-06	2.159608e+00
1.147539e-06	2.158958e+00
1.148685e-06	2.158718e+00
1.149832e-06	2.165485e+00
1.150980e-06	2.160995e+00
1.152130e-06	2.163704e+00
1.153280e-06	2.171617e+00
1.154432e-06	2.169101e+00
1.155584e-06	2.177576e+00
1.156738e-06	2.169676e+00
1.157893e-06	2.165386e+00
1.159050e-06	2.157403e+00
1.160207e-06	2.161778e+00
1.161365e-06	2.167515e+00
1.162525e-06	2.309192e+00
1.163686e-06	2.229755e+00
1.164848e-06	2.182240e+00
1.166011e-06	2.164886e+00
1.167175e-06	2.169818e+00
1.168341e-06	2.274596e+00
1.169507e-06	2.248914e+00
1.170675e-06	2.163667e+00
1.171844e-06	2.157566e+00
1.173014e-06	2.156430e+00
1.174186e-06	2.158539e+00
1.175358e-06	2.154699e+00
1.176532e-06	2.154595e+00
1.177707e-06	2.153269e+00
1.178882e-06	2.158952e+00
1.180060e-06	2.163996e+00
1.181238e-06	2.150765e+00
1.182417e-06	2.198549e+00
1.183598e-06	2.149782e+00
1.184780e-06	2.149766e+00
1.185963e-06	2.170782e+00
1.187147e-06	2.151286e+00
1.188333e-06	2.151609e+00
1.189519e-06	2.150861e+00
1.190707e-06	2.149514e+00
1.191896e-06	2.149236e+00
1.193086e-06	2.147587e+00
1.194278e-06	2.147270e+00
1.195470e-06	2.146478e+00
1.196664e-06	2.146579e+00
1.197859e-06	2.145880e+00
1.199055e-06	2.146862e+00
1.200252e-06	2.145827e+00
1.201451e-06	2.145662e+00
1.202650e-06	2.146461e+00
1.203851e-06	2.145175e+00
1.205053e-06	2.145304e+00
1.206257e-06	2.145216e+00
1.207461e-06	2.145261e+00
1.208667e-06	2.148567e+00
1.209874e-06	2.146757e+00
1.211082e-06	2.143961e+00
1.212291e-06	2.144484e+00
1.213502e-06	2.144787e+00
1.214713e-06	2.143524e+00
1.215926e-06	2.143613e+00
1.217140e-06	2.143502e+00
1.218356e-06	2.144708e+00
1.219572e-06	2.143327e+00
1.220790e-06	2.144671e+00
1.222009e-06	2.143342e+00
1.223229e-06	2.143401e+00
1.224451e-06	2.143627e+00
1.225673e-06	2.152431e+00
1.226897e-06	2.143373e+00
1.228122e-06	2.143285e+00
1.229349e-06	2.144120e+00
1.230576e-06	2.144073e+00
1.231805e-06	2.163273e+00
1.233035e-06	2.144104e+00
1.234266e-06	2.143778e+00
1.235499e-06	2.143487e+00
1.236732e-06	2.148666e+00
1.237967e-06	2.143180e+00
1.239204e-06	2.143254e+00
1.240441e-06	2.143165e+00
1.241680e-06	2.143053e+00
1.242919e-06	2.143654e+00
1.244161e-06	2.143099e+00
1.245403e-06	2.143056e+00
1.246646e-06	2.143130e+00
1.247891e-06	2.143130e+00
1.249137e-06	2.143363e+00
1.250385e-06	2.142946e+00
1.251633e-06	2.143214e+00
1.252883e-06	2.142943e+00
1.254134e-06	2.143028e+00
1.255386e-06	2.146571e+00
1.256640e-06	2.148251e+00
1.257895e-06	2.143364e+00
1.259151e-06	2.143060e+00
1.260408e-06	2.143003e+00
1.261667e-06	2.143033e+00
1.262926e-06	2.143009e+00
1.264188e-06	2.143017e+00
1.265450e-06	2.143229e+00
1.266713e-06	2.143258e+00
1.267978e-06	2.143068e+00
1.269244e-06	2.143210e+00
1.270512e-06	2.148224e+00
1.271781e-06	2.143002e+00
1.273050e-06	2.146758e+00
1.274322e-06	2.143005e+00
1.275594e-06	2.143079e+00
1.276868e-06	2.142960e+00
1.278143e-06	2.143073e+00
1.279419e-06	2.143072e+00
1.280697e-06	2.142981e+00
1.281975e-06	2.143430e+00
1.283256e-06	2.146108e+00
1.284537e-06	2.143249e+00
1.285820e-06	2.142923e+00
1.287104e-06	2.143119e+00
1.288389e-06	2.143417e+00
1.289675e-06	2.144513e+00
1.290963e-06	2.142927e+00
1.292252e-06	2.143667e+00
1.293542e-06	2.144045e+00
1.294834e-06	2.143439e+00
1.296127e-06	2.143725e+00
1.297421e-06	2.143390e+00
1.298717e-06	2.143432e+00
1.300014e-06	2.143212e+00
1.301312e-06	2.144714e+00
1.302611e-06	2.143477e+00
1.303912e-06	2.145413e+00
1.305214e-06	2.143958e+00
1.306517e-06	2.144137e+00
1.307822e-06	2.145636e+00
1.309128e-06	2.201919e+00
1.310435e-06	2.149946e+00
1.311743e-06	2.148456e+00
1.313053e-06	2.146787e+00
1.314364e-06	2.148835e+00
1.315677e-06	2.148988e+00
1.316991e-06	2.149670e+00
1.318306e-06	2.148807e+00
1.319622e-06	2.146608e+00
1.320940e-06	2.167321e+00
1.322259e-06	2.150568e+00
1.323579e-06	2.147936e+00
1.324901e-06	2.149011e+00
1.326224e-06	2.146582e+00
1.327548e-06	2.145752e+00
1.328874e-06	2.170352e+00
1.330200e-06	2.171544e+00
1.331529e-06	2.186075e+00
1.332858e-06	2.219403e+00
1.334189e-06	2.151152e+00
1.335521e-06	2.150958e+00
1.336855e-06	2.159389e+00
1.338190e-06	2.156836e+00
1.339526e-06	2.156170e+00
1.340864e-06	2.160448e+00
1.342203e-06	2.162297e+00
1.343543e-06	2.197288e+00
1.344884e-06	2.383161e+00
1.346227e-06	2.161677e+00
1.347572e-06	2.193947e+00
1.348917e-06	2.164847e+00
1.350264e-06	2.191238e+00
1.351612e-06	2.193700e+00
1.352962e-06	2.171543e+00
1.354313e-06	2.188445e+00
1.355665e-06	2.213140e+00
1.357019e-06	2.182019e+00
1.358374e-06	2.316534e+00
1.359730e-06	2.167924e+00
1.361088e-06	2.518209e+00
1.362447e-06	2.208024e+00
1.363808e-06	2.164047e+00
1.365170e-06	2.166118e+00
1.366533e-06	2.204334e+00
1.367897e-06	2.172448e+00
1.369263e-06	2.200632e+00
1.370630e-06	2.203274e+00
1.371999e-06	2.175422e+00
1.373369e-06	2.165912e+00
1.374740e-06	2.168096e+00
1.376113e-06	2.177642e+00
1.377487e-06	2.166991e+00
1.378863e-06	2.177517e+00
1.380240e-06	2.272849e+00
1.381618e-06	2.169813e+00
1.382997e-06	2.177063e+00
1.384378e-06	2.225426e+00
1.385761e-06	2.202824e+00
1.387144e-06	2.177319e+00
1.388530e-06	2.167351e+00
1.389916e-06	2.373833e+00
1.391304e-06	2.173181e+00
1.392693e-06	2.301208e+00
1.394084e-06	2.161912e+00
1.395476e-06	2.173590e+00
1.396869e-06	2.165296e+00
1.398264e-06	2.168496e+00
1.399660e-06	2.308635e+00
1.401058e-06	2.278109e+00
1.402457e-06	2.169157e+00
1.403857e-06	2.165174e+00
1.405259e-06	2.208952e+00
1.406662e-06	2.224711e+00
1.408067e-06	2.175524e+00
1.409473e-06	2.187659e+00
1.410880e-06	2.226799e+00
1.412289e-06	2.173940e+00
1.413699e-06	2.171525e+00
1.415111e-06	2.160636e+00
1.416524e-06	2.158985e+00
1.417939e-06	2.162431e+00
1.419354e-06	2.225592e+00
1.420772e-06	2.464846e+00
1.422190e-06	2.301619e+00
1.423611e-06	2.301607e+00
1.425032e-06	2.180901e+00
1.426455e-06	2.160020e+00
1.427879e-06	2.173036e+00
1.429305e-06	2.249522e+00
1.430732e-06	2.154488e+00
1.432161e-06	2.205898e+00
1.433591e-06	2.156289e+00
1.435023e-06	2.155795e+00
1.436456e-06	2.165152e+00
1.437890e-06	2.160460e+00
1.439326e-06	2.153717e+00
1.440763e-06	2.184551e+00
1.442202e-06	2.150648e+00
1.443642e-06	2.146838e+00
1.445083e-06	2.158868e+00
1.446526e-06	2.176676e+00
1.447971e-06	2.170932e+00
1.449416e-06	2.147619e+00
1.450864e-06	2.190970e+00
1.452312e-06	2.152456e+00
1.453763e-06	2.237780e+00
1.455214e-06	2.150566e+00
1.456667e-06	2.398370e+00
1.458122e-06	2.310728e+00
1.459578e-06	2.213538e+00
1.461035e-06	2.146473e+00
1.462494e-06	2.238394e+00
1.463955e-06	2.175528e+00
1.465416e-06	2.144565e+00
1.466880e-06	2.175403e+00
1.468344e-06	2.148004e+00
1.469811e-06	2.147460e+00
1.471278e-06	2.148494e+00
1.472747e-06	2.145232e+00
1.474218e-06	2.182579e+00
1.475690e-06	2.163658e+00
1.477164e-06	2.173313e+00
1.478639e-06	2.187052e+00
1.480115e-06	2.155404e+00
1.481593e-06	2.150643e+00
1.483072e-06	2.144182e+00
1.484553e-06	2.186453e+00
1.486036e-06	2.152029e+00
1.487520e-06	2.189955e+00
1.489005e-06	2.147027e+00
1.490492e-06	2.150486e+00
1.491980e-06	2.156361e+00
1.493470e-06	2.209827e+00
1.494961e-06	2.145134e+00
1.496454e-06	2.177580e+00
1.497948e-06	2.155723e+00
1.499444e-06	2.144217e+00
1.500941e-06	2.144552e+00
1.502440e-06	2.150406e+00
1.503940e-06	2.145977e+00
1.505442e-06	2.144679e+00
1.506945e-06	2.152315e+00
1.508450e-06	2.146186e+00
1.509956e-06	2.144684e+00
1.511464e-06	2.146105e+00
1.512973e-06	2.143625e+00
1.514484e-06	2.146330e+00
1.515996e-06	2.148256e+00
1.517510e-06	2.191571e+00
1.519025e-06	2.213368e+00
1.520542e-06	2.144411e+00
1.522060e-06	2.194519e+00
1.523580e-06	2.144343e+00
1.525101e-06	2.146487e+00
1.526624e-06	2.143137e+00
1.528149e-06	2.146764e+00
1.529675e-06	2.144905e+00
1.531202e-06	2.223068e+00
1.532731e-06	2.146494e+00
1.534262e-06	2.160528e+00
1.535794e-06	2.149737e+00
1.537327e-06	2.207830e+00
1.538862e-06	2.144318e+00
1.540399e-06	2.143648e+00
1.541937e-06	2.146501e+00
1.543477e-06	2.143321e+00
1.545018e-06	2.144049e+00
1.546561e-06	2.148097e+00
1.548105e-06	2.142970e+00
1.549651e-06	2.188890e+00
1.551198e-06	2.145887e+00
1.552747e-06	2.143183e+00
1.554298e-06	2.147315e+00
1.555850e-06	2.144263e+00
1.557403e-06	2.145376e+00
1.558958e-06	2.143063e+00
1.560515e-06	2.143869e+00
1.562073e-06	2.143792e+00
1.563633e-06	2.143083e+00
1.565194e-06	2.146916e+00
1.566757e-06	2.145818e+00
1.568322e-06	2.143805e+00
1.569888e-06	2.143556e+00
1.571455e-06	2.143069e+00
1.573024e-06	2.154588e+00
1.574595e-06	2.144807e+00
1.576167e-06	2.143067e+00
1.577741e-06	2.143867e+00
1.579317e-06	2.143184e+00
1.580894e-06	2.143373e+00
1.582472e-06	2.148898e+00
1.584053e-06	2.143083e+00
1.585634e-06	2.144629e+00
1.587218e-06	2.146403e+00
1.588802e-06	2.143482e+00
1.590389e-06	2.152139e+00
1.591977e-06	2.142825e+00
1.593567e-06	2.143834e+00
1.595158e-06	2.142814e+00
1.596751e-06	2.143346e+00
1.598345e-06	2.146400e+00
1.599941e-06	2.149665e+00
1.601539e-06	2.142879e+00
1.603138e-06	2.143096e+00
1.604739e-06	2.148536e+00
1.606341e-06	2.143744e+00
1.607945e-06	2.142919e+00
1.609551e-06	2.145623e+00
1.611158e-06	2.143190e+00
1.612767e-06	2.168417e+00
1.614377e-06	2.142819e+00
1.615989e-06	2.148490e+00
1.617603e-06	2.142999e+00
1.619218e-06	2.149091e+00
1.620835e-06	2.142944e+00
1.622453e-06	2.142765e+00
1.624073e-06	2.142893e+00
1.625695e-06	2.152234e+00
1.627318e-06	2.142896e+00
1.628943e-06	2.142761e+00
1.630570e-06	2.142833e+00
1.632198e-06	2.181044e+00
1.633828e-06	2.142889e+00
1.635459e-06	2.143266e+00
1.637092e-06	2.143053e+00
1.638727e-06	2.143295e+00
1.640363e-06	2.143631e+00
1.642001e-06	2.142746e+00
1.643641e-06	2.142995e+00
1.645282e-06	2.143019e+00
1.646925e-06	2.142865e+00
1.648570e-06	2.142763e+00
1.650216e-06	2.142917e+00
1.651864e-06	2.144649e+00
1.653513e-06	2.142840e+00
1.655164e-06	2.142864e+00
1.656817e-06	2.142990e+00
1.658471e-06	2.142770e+00
1.660127e-06	2.143601e+00
1.661785e-06	2.142794e+00
1.663444e-06	2.142924e+00
1.665105e-06	2.142970e+00
1.666768e-06	2.142801e+00
1.668432e-06	2.143064e+00
1.670098e-06	2.143350e+00
1.671766e-06	2.143946e+00
1.673435e-06	2.142841e+00
1.675106e-06	2.143217e+00
1.676779e-06	2.143002e+00
1.678453e-06	2.144222e+00
1.680129e-06	2.142847e+00
1.681807e-06	2.142776e+00
1.683486e-06	2.143139e+00
1.685167e-06	2.143045e+00
1.686850e-06	2.152745e+00
1.688534e-06	2.142817e+00
1.690220e-06	2.158156e+00
1.691908e-06	2.143656e+00
1.693598e-06	2.142807e+00
1.695289e-06	2.143713e+00
1.696982e-06	2.150310e+00
1.698676e-06	2.142854e+00
1.700372e-06	2.143076e+00
1.702070e-06	2.143149e+00
1.703770e-06	2.144536e+00
1.705471e-06	2.143073e+00
