2.997692000000000134e-01 2.202356000000000105e-02
3.000686000000000186e-01 2.202182999999999918e-02
3.003682000000000296e-01 2.202012999999999887e-02
3.006680999999999937e-01 2.201844000000000023e-02
3.009683000000000219e-01 2.201693000000000053e-02
3.012689000000000061e-01 2.201506000000000296e-02
3.015696999999999961e-01 2.201337999999999906e-02
3.018707999999999947e-01 2.201171000000000030e-02
3.021723000000000048e-01 2.201001999999999820e-02
3.024740000000000206e-01 2.200834000000000124e-02
3.027760000000000451e-01 2.200667000000000248e-02
3.030783000000000227e-01 2.200500000000000025e-02
3.033810000000000118e-01 2.200333000000000150e-02
3.036839000000000066e-01 2.200167000000000095e-02
3.039872000000000130e-01 2.200001000000000040e-02
3.042906999999999695e-01 2.199835000000000332e-02
3.045945000000000458e-01 2.199669999999999750e-02
3.048986999999999670e-01 2.199504000000000042e-02
3.052031000000000049e-01 2.201853999999999964e-02
3.055078999999999989e-01 2.199174999999999741e-02
3.058130000000000015e-01 2.199009999999999854e-02
3.061183000000000098e-01 2.198846000000000134e-02
3.064240000000000297e-01 2.198682999999999887e-02
3.067300000000000026e-01 2.198519000000000168e-02
3.070363000000000397e-01 2.198355999999999921e-02
3.073428000000000271e-01 2.198193999999999843e-02
3.076497000000000259e-01 2.198030999999999943e-02
3.079568999999999779e-01 2.197868999999999864e-02
3.082644000000000495e-01 2.197706999999999786e-02
3.085723000000000216e-01 2.197544999999999707e-02
3.088804000000000549e-01 2.197384000000000143e-02
3.091888000000000414e-01 2.197223000000000231e-02
3.094975000000000365e-01 2.197061999999999973e-02
3.098065999999999875e-01 2.196902000000000230e-02
3.101158999999999999e-01 2.196742000000000139e-02
3.104255999999999682e-01 2.196581999999999701e-02
3.107356000000000562e-01 2.196421999999999958e-02
3.110459000000000418e-01 2.196263000000000035e-02
3.113564000000000331e-01 2.196104000000000112e-02
3.116673999999999833e-01 2.195945000000000188e-02
3.119786000000000503e-01 2.197420000000000276e-02
3.122901000000000149e-01 2.195630999999999972e-02
3.126018999999999881e-01 2.195472000000000048e-02
3.129141000000000283e-01 2.195314000000000293e-02
3.132265000000000188e-01 2.195157000000000011e-02
3.135393000000000208e-01 2.194999999999999729e-02
3.138524000000000314e-01 2.194843999999999962e-02
3.141658000000000506e-01 2.194761999999999755e-02
3.144794999999999674e-01 2.194532000000000080e-02
3.147935000000000594e-01 2.194375999999999965e-02
3.151077999999999935e-01 2.194221000000000366e-02
3.154225000000000501e-01 2.194065999999999725e-02
3.157374000000000014e-01 2.193910999999999778e-02
3.160526999999999642e-01 2.193757000000000346e-02
3.163682999999999912e-01 2.193606000000000028e-02
3.166842000000000268e-01 2.193613000000000160e-02
3.170004000000000155e-01 2.193296000000000134e-02
3.173170000000000157e-01 2.193143000000000176e-02
3.176338000000000217e-01 2.192989999999999870e-02
3.179509999999999836e-01 2.192838000000000079e-02
3.182685000000000097e-01 2.192686000000000288e-02
3.185863000000000445e-01 2.192534000000000149e-02
3.189044000000000323e-01 2.192381999999999664e-02
3.192228000000000288e-01 2.192231000000000041e-02
3.195416000000000367e-01 2.192091999999999999e-02
3.198606999999999978e-01 2.191930000000000267e-02
3.201800000000000201e-01 2.191780000000000117e-02
3.204998000000000014e-01 2.191629999999999967e-02
3.208197999999999883e-01 2.191479999999999817e-02
3.211401000000000394e-01 2.191330999999999835e-02
3.214608000000000465e-01 2.191181999999999852e-02
3.217818000000000067e-01 2.191032999999999870e-02
3.221030999999999755e-01 2.190885000000000055e-02
3.224247000000000085e-01 2.203987999999999781e-02
3.227466999999999975e-01 2.190589000000000078e-02
3.230690000000000506e-01 2.190440999999999916e-02
3.233916000000000568e-01 2.190294000000000268e-02
3.237145000000000161e-01 2.190148000000000095e-02
3.240377000000000396e-01 2.190001000000000100e-02
3.243613000000000191e-01 2.189855000000000274e-02
3.246852000000000071e-01 2.189709000000000100e-02
3.250094000000000594e-01 2.189563999999999747e-02
3.253339000000000092e-01 2.189417999999999920e-02
3.256588000000000260e-01 2.189272999999999914e-02
3.259840000000000515e-01 2.189128999999999728e-02
3.263095000000000301e-01 2.188985000000000236e-02
3.266353000000000173e-01 2.188841000000000050e-02
3.269615000000000160e-01 2.228035999999999905e-02
3.272879000000000205e-01 2.188553999999999847e-02
3.276147000000000364e-01 2.188410999999999829e-02
3.279419000000000084e-01 2.188267999999999811e-02
3.282693000000000416e-01 2.188125999999999960e-02
3.285970999999999753e-01 2.187984000000000109e-02
3.289253000000000315e-01 2.187841999999999912e-02
3.292536999999999825e-01 2.187717999999999954e-02
3.295825000000000005e-01 2.187565000000000343e-02
3.299116000000000271e-01 2.187418000000000001e-02
3.302410000000000068e-01 2.187279999999999780e-02
3.305708000000000535e-01 2.187137999999999929e-02
3.309008000000000504e-01 2.186998000000000067e-02
3.312313000000000063e-01 2.186857999999999858e-02
3.315620000000000234e-01 2.186720000000000330e-02
3.318931000000000520e-01 2.186580999999999941e-02
3.322245000000000337e-01 2.186441999999999899e-02
3.325562000000000240e-01 2.186303999999999678e-02
3.328883000000000258e-01 2.186166000000000151e-02
3.332207000000000363e-01 2.186027999999999930e-02
3.335534000000000554e-01 2.189899000000000012e-02
3.338865000000000305e-01 2.185754000000000169e-02
3.342199000000000142e-01 2.185617999999999936e-02
3.345536000000000620e-01 2.185490000000000002e-02
3.348877000000000659e-01 2.185344999999999996e-02
3.352221000000000228e-01 2.185209000000000110e-02
3.355568000000000439e-01 2.185080000000000008e-02
3.358919000000000210e-01 2.184938999999999978e-02
3.362273000000000067e-01 2.184804000000000260e-02
3.365630000000000566e-01 2.184670000000000015e-02
3.368991000000000624e-01 2.184534999999999949e-02
3.372355000000000214e-01 2.184401999999999872e-02
3.375722000000000445e-01 2.184385999999999967e-02
3.379093000000000235e-01 2.184134999999999896e-02
3.382467000000000112e-01 2.184002000000000165e-02
3.385845000000000660e-01 2.183870000000000255e-02
3.389226000000000183e-01 2.183737999999999999e-02
3.392610000000000348e-01 2.183604999999999921e-02
3.395998000000000072e-01 2.183473999999999832e-02
3.399388999999999883e-01 2.183342999999999742e-02
3.402783000000000335e-01 2.183212000000000000e-02
3.406180999999999792e-01 2.183080999999999910e-02
3.409581999999999891e-01 2.182950999999999989e-02
3.412987000000000104e-01 2.182821000000000067e-02
3.416395000000000404e-01 2.182691000000000145e-02
3.419806000000000235e-01 2.182562000000000044e-02
3.423221000000000180e-01 2.182432999999999942e-02
3.426639000000000213e-01 2.182307999999999817e-02
3.430060999999999805e-01 2.182176000000000254e-02
3.433486000000000593e-01 2.182047999999999974e-02
3.436914000000000358e-01 2.181949000000000041e-02
3.440346000000000237e-01 2.181792000000000106e-02
3.443781000000000203e-01 2.181665000000000340e-02
3.447219999999999729e-01 2.181538000000000227e-02
3.450661999999999896e-01 2.181411999999999934e-02
3.454108000000000178e-01 2.181285999999999989e-02
3.457557000000000547e-01 2.181160000000000043e-02
3.461009999999999920e-01 2.181207999999999758e-02
3.464465999999999934e-01 2.180909000000000320e-02
3.467925000000000035e-01 2.180784000000000195e-02
3.471388000000000251e-01 2.180664999999999687e-02
3.474853999999999998e-01 2.180534999999999765e-02
3.478323999999999860e-01 2.180410999999999808e-02
