2.997692000000000134e-01 2.060309000000000099e-02
3.000686000000000186e-01 2.060154999999999972e-02
3.003682000000000296e-01 2.060004999999999822e-02
3.006680999999999937e-01 2.059855000000000366e-02
3.009683000000000219e-01 2.059721000000000121e-02
3.012689000000000061e-01 2.059555000000000066e-02
3.015696999999999961e-01 2.059406000000000084e-02
3.018707999999999947e-01 2.059257999999999922e-02
3.021723000000000048e-01 2.059106999999999951e-02
3.024740000000000206e-01 2.058959000000000136e-02
3.027760000000000451e-01 2.058809999999999807e-02
3.030783000000000227e-01 2.058661999999999992e-02
3.033810000000000118e-01 2.058514000000000177e-02
3.036839000000000066e-01 2.058367000000000183e-02
3.039872000000000130e-01 2.058219999999999841e-02
3.042906999999999695e-01 2.058072999999999847e-02
3.045945000000000458e-01 2.057926000000000200e-02
3.048986999999999670e-01 2.057778999999999858e-02
3.052031000000000049e-01 2.059839000000000114e-02
3.055078999999999989e-01 2.057487000000000205e-02
3.058130000000000015e-01 2.057341999999999851e-02
3.061183000000000098e-01 2.057195999999999678e-02
3.064240000000000297e-01 2.057051000000000018e-02
3.067300000000000026e-01 2.056906000000000012e-02
3.070363000000000397e-01 2.056761999999999826e-02
3.073428000000000271e-01 2.056617999999999988e-02
3.076497000000000259e-01 2.056472999999999982e-02
3.079568999999999779e-01 2.056329999999999963e-02
3.082644000000000495e-01 2.056185999999999778e-02
3.085723000000000216e-01 2.056042999999999760e-02
3.088804000000000549e-01 2.055899999999999742e-02
3.091888000000000414e-01 2.055757999999999891e-02
3.094975000000000365e-01 2.055614999999999873e-02
3.098065999999999875e-01 2.055473000000000022e-02
3.101158999999999999e-01 2.055331999999999992e-02
3.104255999999999682e-01 2.055190000000000142e-02
3.107356000000000562e-01 2.055048999999999765e-02
3.110459000000000418e-01 2.054908000000000082e-02
3.113564000000000331e-01 2.054767000000000052e-02
3.116673999999999833e-01 2.054626999999999842e-02
3.119786000000000503e-01 2.055941999999999839e-02
3.122901000000000149e-01 2.054349000000000106e-02
3.126018999999999881e-01 2.054206999999999908e-02
3.129141000000000283e-01 2.054067999999999866e-02
3.132265000000000188e-01 2.053929000000000171e-02
3.135393000000000208e-01 2.053789999999999782e-02
3.138524000000000314e-01 2.053651999999999908e-02
3.141658000000000506e-01 2.053579000000000168e-02
3.144794999999999674e-01 2.053376000000000159e-02
3.147935000000000594e-01 2.053237999999999938e-02
